,Leopoldau,Großfeldsiedlung,Aderklaaer Straße,Rennbahnweg,Kagraner Platz,Kagran,Alte Donau,Kaisermühlen-VIC,Donauinsel,Vorgartenstraße,Praterstern,Nestroyplatz,Schwedenplatz,Stephansplatz,Karlsplatz,Taubstummengasse,Südtiroler Pl. - Hbf.,Keplerplatz,Reumannplatz,Troststraße,Altes Landgut,Alaudagasse,Neulaa,Oberlaa,Museumsquartier,Volkstheater,Rathaus,Schottentor,Schottenring,Taborstraße,Messe-Prater,Krieau,Stadion,Donaumarina,Donaustadtbrücke,Stadlau,Hardeggasse,Donauspital,Aspernstraße,Hausfeldstraße,Aspern Nord,Seestadt,Simmering,Enkplatz,Zippererstraße,Gasometer,Erdberg,Schlachthausgasse,Kardinal-Nagl-Platz,Rochusgasse,Landstraße,Stubentor,Herrengasse,Neubaugasse,Zieglergasse,Westbahnhof,Schweglerstraße,Johnstraße,Hütteldorfer Straße,Kendlerstraße,Ottakring,Hütteldorf,Ober St. Veit,Unter St. Veit,Braunschweiggasse,Hietzing,Schönbrunn,Meidling Hauptstraße,Längenfeldgasse,Margaretengürtel,Pilgramgasse,Kettenbrückengasse,Stadtpark,Roßauer Lände,Friedensbrücke,Spittelau,Heiligenstadt,Floridsdorf,Neue Donau,Handelskai,Dresdner Straße,Jägerstraße,Nußdorfer Straße,Währinger Str.-Volksoper,Michelbeuern-AKH,Alser Straße,Josefstädter Straße,Thaliastraße,Burggasse-Stadthalle,Gumpendorfer Straße,Niederhofstraße,Meidling,Tscherttegasse,Am Schöpfwerk,Alterlaa,Erlaaer Straße,Perfektastraße,Siebenhirten
Museumsquartier,0.003672547914354206,0.010619810920820242,0.018675554765935236,0.0329384357595478,0.09609269314421118,0.2813526990122234,0.5016854566161346,1.4816963909778758,2.66823411719417,7.9702446821950055,14.542867249846195,25.11072402862216,44.52636087890875,72.96187033516777,195.0453236077018,64.03777060331258,34.9849978334283,11.68223731828304,6.473823240859198,3.607809955735002,2.0204941483693504,0.6892829029366064,0.2360466393918727,0.13372977508385409,0.0,296.5639558217382,107.6052647730017,39.80386805841842,25.927936940796254,14.663222013293199,4.858218623623283,2.6924632578724372,1.5002369089046066,0.5094111229355361,0.28637237250039865,0.09800657250973907,0.055484128003105974,0.019108925144840184,0.010880064966531289,0.0037666554842287537,0.001306972117176533,0.0004544474727668998,0.13848545698584036,0.24505605310911968,0.4352616420477155,0.7763631273289535,2.2940620214561096,4.134107813971186,7.497590637088092,13.69953087582161,41.639204914138006,39.58576467179696,180.6277473856541,103.90455460885084,60.3089890238792,35.41373555197521,11.759774291634477,3.9344728289906867,2.1842174311101448,1.2192603352877263,0.6838809993085765,0.030066295340376165,0.08754478863916648,0.15514785061521238,0.45509729727430953,0.8132638910696587,2.4081828732848907,4.350240258083139,7.911568034227926,13.559739744435673,38.581586395743365,66.91587265289967,67.96590774445728,8.6549368428131,4.804503675696244,2.704743592001844,0.8968470247869923,0.0535751752071876,0.15689810839813986,0.2798809324960304,0.5016854566161346,1.4909090110254066,0.9547397758399819,0.5577219775869569,0.889533287581798,1.4416104164724624,3.914780772789532,6.758834326934759,12.012244022189343,20.523753362972208,4.3599397904311505,1.466592452231924,0.4960432584161406,0.27794236326662064,0.09485776696725746,0.03249498636263542,0.018414540723084984,0.010466807751037633
Volkstheater,0.0050330788492194516,0.014554022704340676,0.025594094857819355,0.04514079821798741,0.1316911617513123,0.3855825306007573,0.6875396916638131,2.030605165761846,3.656707281483405,10.922898997796588,19.9304132360321,34.41323488335447,61.02158239962826,99.99130166501827,98.33481925791708,32.28553487712556,17.638174425592574,5.8897628201125185,3.263868246223641,1.8189276899951587,1.0186602950358232,0.3475115856362275,0.11900620425909034,0.06742173059592098,244.13805161341233,0.0,147.46867701217948,54.54959638754647,35.53319223162932,20.095354586950982,6.657992753170674,3.6899123419282023,2.0560141980758626,0.6981274058761529,0.392461790736364,0.1343140562592223,0.07603876045519825,0.026188011489762946,0.014910690381233977,0.005162049479564602,0.0017911525929369641,0.0006228019393088076,0.11511268690779719,0.20369691757088174,0.3618007133350856,0.6453330735812481,1.9068835744243255,3.4363771387301756,6.232190891049293,11.38740372321835,34.61158205847467,54.25069448953252,247.54304535976397,142.39700293504106,82.65103795855309,48.53309678597885,16.116296543738343,5.392036384610053,2.993381927475825,1.6709471321650442,0.9372313372821759,0.04120464557060581,0.11997660325601398,0.21262387411781283,0.6236924975970102,1.1145453740652904,3.300317536282991,5.9618288835399245,10.84248501744471,6.8363318447734605,19.451444693644145,33.73657015250199,34.265959983711014,11.861241998949582,6.584378582681072,3.7067420447420134,1.2290926889743643,0.07342261761231185,0.21502253184355768,0.3835655339280419,0.6875396916638131,2.043230690108552,1.3084323702101275,0.7643354844102452,1.2190695070051545,1.9756689538624772,5.365049215517911,9.262709946768803,16.462296130553064,28.126976520587142,5.975121701563426,2.0099058266613175,0.6798072865092061,0.3809088029571117,0.12999874521474927,0.04453306869822393,0.025236385635487843,0.014344338028836097
Rathaus,0.007476894986076206,0.02162074202398003,0.0380213315245927,0.06705895496071763,0.19563392835811405,0.572802488523397,1.0213752312119602,3.0165674008742704,5.432224917897268,16.226522809732593,29.607644000654872,51.122613227869344,90.65066873668664,54.64561107665053,53.740337399175914,17.644162571335578,9.6393266585533,3.218776864009798,1.7837159014698976,0.9940506170928208,0.5567015667846643,0.18991634909330352,0.06503732470087246,0.036846221690384824,133.42233569647695,222.11490076586475,0.0,220.27924042895677,143.48822196943604,81.14797794497879,9.89078735399382,5.481552726459332,3.0543138125640423,1.0371038199505467,0.5830219798440642,0.19953037174449978,0.11295945162533898,0.0389036249319799,0.022150590024567693,0.0076684874264625275,0.0026608484076311857,0.0009252040027266267,0.10372023616522946,0.18353747935276504,0.32599408840070887,0.5814658713569358,1.7181634795590115,3.0962864125252816,5.615404595361246,10.260417293769363,31.18614951653993,29.648202417094122,135.2831771985199,77.82048149485401,45.16909371272508,26.52351441725332,8.807614845094054,2.946767551558266,1.6358941416795743,0.9131787024818796,0.5122003443614388,0.0225184890976401,0.0655676512922065,0.11619972274765947,0.34085022484545313,0.609103112213603,1.8036355714355512,3.258161230532721,5.925457609829045,3.7360802885828015,10.63028547391859,18.437158641957396,18.726472115654303,47.897428232285634,26.588682757344852,14.968365967016725,4.963255860237072,0.29649125766287365,0.8682924004259612,1.5488936685824046,2.7763857310416276,8.250864062139922,5.283641085350843,3.086498362749122,1.0984208653706609,1.0797102895076331,2.932018965214131,5.062104771499656,8.996704881316411,15.371495261210383,3.2654258040679114,1.0984208653706609,0.3715171616637883,0.2081680501749976,0.07104478842826228,0.024337484477255002,0.013791776799118312,0.007839233053508844
Schottentor,0.014137910455956302,0.040882226552010806,0.0718937716140128,0.12680043016120668,0.3699202632141658,1.083100713166842,1.931297896746892,5.703966670300724,10.271684918521256,30.68240585466927,55.984498976193606,96.66672187265857,171.4095275857831,103.32828769849262,37.382630024740116,12.273558995383597,6.705268325498792,2.2390321769977697,1.2407810378748663,0.6914773565455018,0.3872504288672997,0.1321088209973394,0.04524099335351194,0.025630815508842195,34.1431448919222,56.839817710552104,152.39011425092227,0.0,271.3189950462135,153.44108055610104,18.70229101921004,10.364957880323946,5.7753406015245075,1.9610387690740816,1.1024245439102291,0.377287969701419,0.2135927567803201,0.07356208248540394,0.04188410548725408,0.014500188750791827,0.005031344775340436,0.0017494496536865068,0.19612250995973918,0.3470473309085571,0.6164156698152337,1.0994821296471233,3.2488407912557022,5.854705747211418,10.61805568902953,19.40121684338155,58.96926333083217,56.061190070681526,34.619339381349285,19.914476548232916,11.558896066538477,6.787440731448531,2.253893010030941,0.7540859703172275,0.41862983746796484,0.23368495678253667,0.1310734854095859,0.005762543670026589,0.01677894339509714,0.029735830582369907,0.08722451568991577,0.15587117183842653,0.4615553334925988,0.8337724744108166,1.516340998433579,2.598876634015269,7.394594975783714,12.825179624389602,35.409509752392914,90.56828438539017,50.276005837343384,28.303382367648158,9.384920752893521,0.5606293601311324,1.6418366487251976,2.928771907723101,5.249811978068249,15.601393026387653,9.990730735848354,5.83619772061328,2.07698193788784,1.2382945027288246,0.7503117662615857,1.2954066181586652,2.302281673523131,3.933608171145663,0.8356314988799599,0.28108893884137953,0.09507226967888664,0.05327078005262013,0.018180557943763883,0.006228029620933749,0.003529353845525441,0.002006081429996774
Schottenring,0.018341510996319456,0.0530376684867049,0.09326982277425248,0.16450178344141284,0.4799080172873449,1.405137180813142,2.5055273705901904,7.399917246037179,13.325747285689884,39.80515268717531,72.63027353258433,125.40847162167101,222.37442689163692,134.05070932913685,48.4975429577181,15.922835130347186,8.698934196007388,2.904759753816099,1.60970032460622,0.8970731267746846,0.5023909312147758,0.17138850897253044,0.05869241990624329,0.03325158169339005,16.295171027480478,27.127394201563142,72.72976705797143,198.78926040312996,0.0,199.06345248644465,24.26301096288877,13.446752936411247,7.492512665174246,2.544111045209481,1.430206532834786,0.4894663512416158,0.27709992289348084,0.09543416964066007,0.05433743435840086,0.018811504871945838,0.006527305842731693,0.002269610502949525,0.25443527770660296,0.450234315455074,0.7996934781445382,1.4263892556119173,4.214813022316389,7.595475312792919,13.775103880207334,25.16974719732663,76.50249272668464,72.72976705797143,44.912647871582735,9.50439106600807,5.516603373512845,3.2393766862409934,1.0756938821059274,0.3598953726916336,0.19979544416134762,0.11152857621565274,0.06255618422609004,0.004534369136223314,0.013202836702982492,0.023398214426380435,0.06863430014831545,0.12265025156986975,0.36318375680759774,0.6560700258577832,1.1931622937714825,3.3715961428222587,9.593217150737116,16.638468169913352,45.93775823669732,117.49679623077364,65.22448397090803,36.71877824848897,12.17532305958716,0.7273203211845614,2.130001108761201,3.7995786094813835,6.810729522182087,20.240128316192195,12.961257480282612,7.571464326556483,2.6945273965062704,1.6064744722522997,0.5903973505967437,0.6182462822286656,1.0987878750550943,1.8773554137093618,0.6575328352799854,0.22118027763427478,0.07480945742501488,0.041917145407425034,0.014305724266926407,0.004900645775499393,0.002777140454692256,0.001578524041083081
Taborstraße,0.03719221437674136,0.10754775529649127,0.18912897875190157,0.3335704237419168,0.9731391194351168,2.8492834242511034,5.080612557628587,15.005269120956712,27.021440593368297,80.71536594435554,147.27689032857214,93.55119061458974,165.88506445329153,99.99805673657524,36.17780224021749,11.877986910625804,6.489160106898498,2.1668690312934205,1.2007911423551798,0.6691913073568032,0.374769496520944,0.12785100451913062,0.043782893542031555,0.024804744185219715,12.155739011699582,20.236272661734674,54.25435948155872,148.29119398097276,262.57448821285016,0.0,49.199605492593626,27.266811223047007,15.193030569811231,5.158851057072338,2.9001180972975105,0.9925211433906712,0.5618926236830167,0.1935177585343967,0.11018337081090493,0.038145249978964076,0.01323582109751746,0.004602229358003341,0.18980155691247022,0.3358621289431971,0.5965488299134661,1.0640462435816358,3.1441319023892733,5.666010833296151,10.275839838959996,18.775923088207435,57.06870665927647,54.25435948155872,33.503571391219545,7.090008264944656,4.115230869709506,2.41648384617281,0.8024373641313881,0.2684718199385645,0.14904177874882074,0.0831971792463928,0.046665152991506996,0.003382511770492205,0.009848944629356126,0.017454409495132585,0.051199256420604404,0.0914936360771142,0.27092486194815546,0.4894097763243474,0.8900654934659814,2.515115839894149,7.156270024430119,12.411829018968534,34.26827487518461,87.64930342145455,48.65562951048879,27.391175242308336,9.082448367426101,0.5425604915293754,1.5889208851547243,2.834378715841769,5.080612557628587,15.098566131035202,9.668733327686649,5.648099313275194,2.010041609048943,1.1983847472803195,0.4404198087243126,0.4611943280037613,0.8196648329658471,1.4004543065407011,0.4905009909872779,0.16499426271276182,0.05580574996922486,0.03126901085167091,0.010671667714860571,0.0036557438357226898,0.002071668625578788,0.001177534512202423
Messe-Prater,0.05239372425207237,0.15150556452098568,0.2664313412594227,0.46991008986844285,1.370888599590161,4.013866142360427,7.157202598360885,21.13834698541616,38.06586757652304,113.70601877468002,207.4731206486983,131.78820800675663,85.96863627702518,51.823210222862144,18.74886284875354,6.155673747894149,3.3629564349985066,1.1229629154688958,0.6223006109803978,0.34680315730354744,0.1942213582658291,0.06625778240724162,0.022690141891167342,0.012854864528230266,6.2996166003208325,10.487289918431573,10.343628412699635,28.2718111884836,50.05999449042749,76.95675164660598,0.0,283.8249361395043,158.14687298665118,53.699369532039796,30.18782897014183,10.33132359466585,5.8488371349889485,2.0143596920295623,1.1469176915563706,0.39706047952368745,0.13777394235896276,0.047905398359547616,0.09836317130054607,0.17405791954510183,0.3091567619383597,0.551433637487968,1.6294217494161591,2.9363657667111696,5.325373567945635,9.730475182049913,29.575410551641344,28.116897154574097,17.36296364236032,3.6743412900909607,2.13268618847634,1.2523238395547736,0.4158568833153157,0.13913341936475634,0.07723973529241976,0.04311628696338425,0.02418385029152632,0.0017529602502706259,0.005104138466860491,0.009045611105873935,0.02653361390540635,0.04741586077986339,0.14040468918636323,0.2536327859889693,0.4612694754810373,1.3034390983121114,3.70868092831611,6.4323332421815245,17.759265237621037,16.710395881305164,9.276226954878052,5.222145117939847,1.7315746031822286,0.10343950549631098,0.30292878526756273,0.5403761190379042,0.9686220408309908,2.8785513112007943,1.8433502066699219,1.0768137545592151,0.3832157212202298,0.22847282024457252,0.13843705590447228,0.2390103507380329,0.4247848842000514,0.7257744830637892,0.2541982994471387,0.08550698524726592,0.028920893132134577,0.01620492013255694,0.005530508266501848,0.0018945606294996666,0.001073626050337129,0.0006102480444324638
Krieau,0.033614096020803466,0.09720100386437049,0.17093361496804563,0.3014789100692236,0.8795171879507268,2.5751649429391095,4.591826574957228,13.561670513634764,24.421812843010947,72.95005437763278,133.10795326685025,84.55099425717037,55.154658994853804,33.24807292103634,12.028655818524838,3.949278494480543,2.157562611429506,0.7204561959895381,0.3992476730736004,0.22249753756449478,0.12460605691301324,0.042508821271174065,0.0145572512575337,0.008247259700559674,4.041627510169909,6.7283014396942695,6.636132926821746,18.13826731231316,32.11685150508392,49.37292922435878,328.56400529230643,0.0,275.801902252666,93.64958020988213,52.64638179438442,18.017420429408077,10.20014102923265,3.5129637683682917,2.000179169430581,0.6924577988414117,0.2402723156382513,0.08354512325292837,0.063106586374732,0.11166985558463935,0.1983448443420332,0.3537817458908416,1.0453835821967539,1.883876022241831,3.4165851161552605,6.242753913118396,18.97461393190109,18.038879546218293,11.139508317294968,2.3573369273026086,1.3682615493562578,0.8034499244491173,0.26680014460167295,0.08926344108940967,0.04955448225534655,0.027661996369543997,0.015515565603640933,0.0011246418347693203,0.003274647927356278,0.005803367571597395,0.01702309691336701,0.03042046199073804,0.09007904613489666,0.1627224814414656,0.29593537511645696,0.8362437989164283,2.3793681135390816,4.126774157153825,11.393762430100558,10.720842232886566,5.9513231407615175,3.3503571264464354,1.1109215046160774,0.06636339599317369,0.19434917866229845,0.3466876045172677,0.6214361500952416,1.8467841627365515,1.1826330678243364,0.6908484071132559,0.2458586449744265,0.14658067216019793,0.08881667711999322,0.1533412063059513,0.27252805731063545,0.4656331175425128,0.16308529633877097,0.05485847882701973,0.018554697010539675,0.010396545561917651,0.0035481928144607375,0.0012154879964410379,0.0006888032805768866,0.0003915151414579776
Stadion,0.02265796398855243,0.06551944291011187,0.11521974858351369,0.20321529049684756,0.5928485704201938,1.7358192380240107,3.0951729629340194,9.141398356581625,16.46180089417388,49.172814405848655,89.72293081580015,56.99255996322574,37.17762561673124,22.411241952405174,8.108052353933655,2.66205611637822,1.4543296336918237,0.48563169849808246,0.26911743791701,0.14997699746433377,0.08399213081747729,0.02865355477541267,0.009812480887820826,0.005559159264133446,2.7243050214379587,4.535288160965819,4.4731609258840965,12.226305515483133,21.648729282426896,33.28038486242562,221.47230719041906,333.64655335684546,0.0,171.59307727457877,96.46337590862491,33.013117721436984,18.68960420236915,6.43676418001505,3.6649058972171176,1.2687826717395234,0.4402482737440594,0.1530787939265231,0.04253771276889966,0.07527233708375446,0.13369659971327125,0.23847061224674548,0.7046527012054337,1.2698480733926492,2.302988082076042,4.207999324607461,12.79005447296939,12.159312060603776,7.508712361243997,1.588989784959585,0.9222922696790106,0.5415745657270282,0.17983967395059494,0.06016903838337317,0.033402762749237966,0.018645883477119148,0.010458443579495548,0.0007580776283988759,0.0022073137045633064,0.003911825960400874,0.01147461221619632,0.02050525862348611,0.06071880624677455,0.1096849405781072,0.1994786076703532,0.5636796500424173,1.6038401567816372,2.781699087900837,7.680095239674674,7.226505722163685,4.011557095694584,2.2583463518647617,0.7488292837064936,0.04473300235831932,0.13100327578673474,0.2336887255146835,0.4188861096049812,1.2448458833465765,0.7971672790442214,0.46567423143651754,0.1657238177893352,0.09880437032035908,0.05986789204511806,0.103361385303688,0.18370063870207665,0.31386530230133713,0.1099295000888722,0.03697798200374357,0.012507004693004989,0.00700790986024095,0.002391699748960562,0.0008193135176038711,0.0004642956906188676,0.0002639052369767052
Donaumarina,0.010400772266224916,0.030075641618209442,0.05288976389027171,0.09328269559172714,0.2721375571261723,0.7967997742048322,1.4207891374669823,4.196211210755062,7.556523714078815,22.571985928787345,41.18586166633812,26.161513777061547,17.06578833093534,10.287518502015413,3.721870424831603,1.221973847268432,0.6675865195872499,0.22292138445848295,0.12353401153161457,0.06884451738853631,0.03855523052419523,0.013152951341410816,0.0045042608035069575,0.002551842236448909,1.2505482013311053,2.081850750038425,2.053332246613241,5.612287996753671,9.937499381384711,15.276822933485565,101.66328411179194,153.15505932610114,231.97217262477093,0.0,327.18706472175336,111.97477781435276,63.391900627414785,21.832389324215494,12.430726083314472,4.303491083802733,1.4932458985427093,0.5192167574915554,0.019526249730952933,0.03455255010336275,0.06137126385622809,0.10946608139278302,0.323459436854996,0.5829032401470068,1.0571494678694342,1.9316140979737968,5.871067846748078,5.581535733757761,3.4467530851996995,0.729400086215699,0.42336336418742515,0.24860105374659247,0.0825524965145723,0.027619624870945502,0.015332998525070064,0.008559091533822855,0.00480077953978798,0.00034798328645416465,0.0010132316907591192,0.0017956605006430415,0.005267235333421723,0.009412607651361574,0.027871986925603883,0.05034909970567876,0.09156743171677714,0.25874803553216774,0.7362169094513596,1.276894020179373,3.5254236263740144,3.31721068736669,1.841440466864455,1.0366574029278375,0.3437379832559772,0.02053396194593854,0.06013493702592535,0.10727103355317184,0.19228290033859666,0.5714263887865995,0.3659267589803784,0.21376023167251795,0.07607284082484544,0.04535454973487496,0.02748138851023006,0.047446373831661635,0.08432480999906596,0.14407479565045445,0.05046136079755319,0.016974145156193776,0.005741138418715524,0.003216867788978018,0.0010978711251679128,0.0003760926319568197,0.0002131274347843545,0.000121141434907638
Donaustadtbrücke,0.0064047198210756585,0.018520361091766312,0.032569131449984724,0.05744280464248192,0.16758032591917668,0.490663498502943,0.8749116043867226,2.5839963059490807,4.653252275040463,13.899664561314113,25.36195369060027,16.11006967063484,10.508988177768801,6.334978977811593,2.2919007042201467,0.7524825964944325,0.41109491726572445,0.13727336519224562,0.07607134470224264,0.042393952468568676,0.023742030190041133,0.00809949165366677,0.0027736910018880843,0.0015714058661890644,0.7700784756421702,1.2819885314277668,1.2644270446958796,3.4560060786178477,6.119439752235164,9.407356313616486,62.603510024046834,94.31177022780187,142.84677463542934,358.3999829489005,0.0,187.43437397913198,106.11158549603155,36.54519620693089,20.807769454966188,7.203605784819422,2.499541554387293,0.8691159723598958,0.012024122390336652,0.02127720873519717,0.03779197736507273,0.06740841576817941,0.19918396572018202,0.3589475704666896,0.6509849439440206,1.1894738951391652,3.6153608257587284,3.437069059008983,2.1224854499333015,0.4491592614569952,0.2607040766514787,0.15308671853546998,0.05083522619018633,0.01700796386399732,0.009441948833832531,0.0052706262375431445,0.0029562850803822836,0.00021428557371586243,0.0006239406966173641,0.0011057546599436742,0.003243525161279273,0.005796215247251547,0.017163366579505922,0.031004608946727803,0.05638655763917602,0.15933515602671366,0.45335701156406993,0.786302039033508,2.170930196294119,2.042714184700909,1.1339456297641182,0.6383660795802255,0.21167134692154999,0.012644664233966594,0.03703065630614701,0.06605672129331618,0.11840640978667634,0.35188020897563566,0.22533503342961508,0.13163199401996156,0.04684510140257742,0.027929001446000298,0.01692283891973307,0.02921713149172777,0.051926603927602774,0.08872020998060147,0.03107373850959676,0.010452554978126536,0.0035353512301478864,0.001980923758589851,0.0006760610439653204,0.00023159510397862472,0.00013124232230438175,7.459801344041057e-05
Stadlau,0.002611059187743302,0.007550331683495627,0.0132776971179076,0.02341813022607851,0.06831870275361954,0.2000323935546043,0.3566816421195951,1.0534367598003627,1.8970255444509467,5.666578378642313,10.339494006443548,6.567710470374831,4.284276424575985,2.5826274257532793,0.93435599968904,0.30677010893253154,0.1675940854163654,0.05596324139553963,0.03101256402429474,0.017283054089822527,0.009679087890682211,0.0033019792729676355,0.0011307709902639398,0.0006406265752773528,0.3139435502693308,0.5226376839391288,0.5154782636111956,1.4089353908624682,2.494756966001319,3.835166068344572,25.5220329069468,38.44877231870535,58.23539417352582,146.1115543706334,223.27584251719233,0.0,319.64531844877524,110.08695068244242,62.68030076593388,21.69978758025587,7.529495977213096,2.6180821863630106,0.004901962321369061,0.008674236018061767,0.015406933086651005,0.02748088413540708,0.08120279079709714,0.1463347933973761,0.2653918151695389,0.48492156241774836,1.4739007114786054,1.4012151969399345,0.8652892382057497,0.18311205628825108,0.10628314643569424,0.06240998734061405,0.02072437016965445,0.006933761593405331,0.003849268655227464,0.0021487149238616737,0.0012052104598424434,8.735937428683311e-05,0.0002543664881559351,0.0004507911266836655,0.001322311734100566,0.0023629856571824558,0.006997115760248629,0.012639876733771878,0.022987522249530826,0.06495733376267994,0.18482338391711325,0.3205575295587128,0.8850390638994616,0.83276830039399,0.4622839464817848,0.26024739001801994,0.08629361324172502,0.005154943174154749,0.01509655973679905,0.026929828917347482,0.048271611061555524,0.1434535902113138,0.09186398871356502,0.05366338216010651,0.019097686680293196,0.011386021226113145,0.006899058081926828,0.011911162666311235,0.02116930015069788,0.03616921986908378,0.012668059290591883,0.004261269887438356,0.0014412826117703452,0.0008075777433799354,0.0002756147731103264,9.441607766976355e-05,5.350452182872709e-05,3.041192024357273e-05
Hardeggasse,0.0015638710719866574,0.004522205149217006,0.007952560601754432,0.014026084354002398,0.040918889703294076,0.11980765323464984,0.21363135107696807,0.6309467370760753,1.1362068641387826,3.393947576945923,6.192749536877278,3.9336727646837413,2.566029907035377,1.5468421167218647,0.5596243569314747,0.18373727465152614,0.10037901218364946,0.033518694146773526,0.018574704079246152,0.01035153414121356,0.005797205067778186,0.001977691616311721,0.0006772653982784148,0.00038369768625889494,0.18803374462274475,0.31302927136972397,0.30874119915917986,0.8438695340232357,1.4942128731055884,2.2970391857461507,15.286198470269825,23.02855602235243,34.87958018769772,87.5122380357559,133.7291137731243,338.17306532279787,0.0,179.23158850672405,102.04924202836783,35.32923179502724,12.258705652986398,4.262476398829332,0.0029359874744866563,0.005195357824100451,0.00922784786930551,0.016459435287303526,0.04863570159124607,0.08764594509904275,0.15895410737294818,0.29043953013685736,0.8827799448139326,0.8392455913710538,0.518257423992328,0.10967336516361699,0.06365736132322587,0.03737991626662244,0.012412680319773783,0.004152915884434848,0.0023054858068606247,0.0012869540174145,0.0007218502677575581,5.232313344536278e-05,0.00015235058415267595,0.00026999740405661186,0.0007919870521570458,0.0014152895997661793,0.004190861308759633,0.007570543659145263,0.013768175471258285,0.03890562713464785,0.1106983498847723,0.19199512969204416,0.5300864094186865,0.49877929262080434,0.27688092799287634,0.15587289890619777,0.051684805185352956,0.0030875081444489447,0.009041952465008461,0.016129385582327085,0.028911859406221718,0.08592027364113415,0.05502113287237246,0.03214121356539928,0.011438392465928137,0.006819557865302196,0.004132130519647887,0.007134086739592862,0.012679167241893222,0.021663238012797615,0.007587423355152276,0.0025522503427631384,0.0008632436191739871,0.00048369162873848577,0.00016507705865217653,5.65496842397526e-05,3.204606555883677e-05,1.8214953738216277e-05
Donauspital,0.0006288449341125598,0.0018184144780491903,0.0031977875524505325,0.005639999517508241,0.01645380937108772,0.04817560549209172,0.08590285689069851,0.25370867612577996,0.45687777171421895,1.3647331795035913,2.4901535965788373,1.5817609487369702,1.0318209325086145,0.6219974564378875,0.22502938264296976,0.07388221218612452,0.04036319517229962,0.013478132174598258,0.007469035505615834,0.004162433797516329,0.0023311020353185955,0.0007952454498532451,0.0002723337763490135,0.00015428787612785708,0.0756098567626914,0.12587154724956517,0.12414727947902317,0.3393266177935707,0.6008348210857111,0.923657634755987,6.146701375872981,9.259964618558502,14.025355221350143,35.18936346314556,53.773534945410674,135.9820657795066,209.2616667410704,0.0,303.2084969215318,104.97014046400093,36.42304089051682,12.664661063266658,0.0011805837981282217,0.00208909449577407,0.00371059065502278,0.00661846918469161,0.019556800500064617,0.03524312813141594,0.06391670449590306,0.11678803353052437,0.3549728018993262,0.33746729386045526,0.2083954115410487,0.044100528058623654,0.025597128755780775,0.015030760145691687,0.00499123698728728,0.0016699203422216096,0.0009270540879504678,0.0005174943950199369,0.00029026170519957543,2.1039546029976408e-05,6.12613755504756e-05,0.00010856809286001733,0.00031846426125078096,0.0005690991482977872,0.0016851784976327714,0.0030441755166451963,0.0055362923147333765,0.015644260559801552,0.044512682526461254,0.07720276104842225,0.2131519401924849,0.2005631007717207,0.1113360123091977,0.06267772618754464,0.020782869185063526,0.0012415114586150186,0.003635840641827317,0.006485753586393523,0.01162568746813689,0.03454922198167822,0.022124432950838966,0.012924236331806551,0.004599468130996637,0.0027421981858357027,0.001661562382550831,0.0028686727352872443,0.005098393487579324,0.008710959442146803,0.003050962975991117,0.001026280060666879,0.0003471170907541315,0.0001944962317248137,6.637879166071613e-05,2.273907555221833e-05,1.2885976565391324e-05,7.324377046517595e-06
Aspernstraße,0.00038602927775365745,0.00111627078400297,0.0019630270553490014,0.0034622286388411544,0.010100506187238274,0.029573577180361778,0.05273321927811938,0.15574424105504667,0.2804637306738189,0.8377692735232002,1.5286315309823875,0.9709961923786088,0.6334043064360758,0.3818258140413859,0.1381388723081741,0.04535410156289353,0.02477776989995399,0.008273826100183228,0.00458501965324446,0.0025551948109754988,0.0014309944888624099,0.0004881776253425005,0.00016717763837963633,9.471275692446237e-05,0.046414651393112495,0.077268814358911,0.07621033744988485,0.20830255931742464,0.36883469906660504,0.5670060618993285,3.773277900448093,5.684417985764871,8.609750119044728,21.601707870095588,33.00998025297338,83.47536219623474,128.45953857858794,326.90594283454567,0.0,175.16080718730603,60.77813380450926,21.133174108271366,0.0007247254230683401,0.0012824332289499763,0.0022778216900472374,0.004062882183835838,0.012005340526224217,0.0216347124073594,0.03923657158464276,0.07169271435362878,0.21790728827730593,0.20716117543075382,0.1279277701710287,0.027072007853653435,0.015713319119133973,0.009226938420547472,0.003063972538824603,0.0010251146326298655,0.0005690910439075557,0.00031767448016899316,0.00017818306284976912,1.291555408596621e-05,3.760654379973535e-05,6.664673626255652e-05,0.00019549577660903303,0.0003493531095987064,0.0010344811622681077,0.001868729176779165,0.003398565859015265,0.009603548151998388,0.027325017272846454,0.04739248814998986,0.13084766221487532,0.12311974659413098,0.06834588002262401,0.038475999501474095,0.012757987774014223,0.0007621271090756066,0.0022319348711502345,0.003981412009268947,0.00713666516698269,0.021208743976540934,0.013581534030761313,0.007933805849490766,0.0028234772427089107,0.001683354238401272,0.001019983928762849,0.0017609932179501774,0.003129752740223097,0.005347399970294476,0.001872895797017246,0.0006300029293410863,0.00021308489990281673,0.0001193954753956859,4.0747973964532514e-05,1.3958844917143736e-05,7.910319312198174e-06,4.496218110197197e-06
