,Leopoldau,Großfeldsiedlung,Aderklaaer Straße,Rennbahnweg,Kagraner Platz,Kagran,Alte Donau,Kaisermühlen-VIC,Donauinsel,Vorgartenstraße,Praterstern,Nestroyplatz,Schwedenplatz,Stephansplatz,Karlsplatz,Taubstummengasse,Südtiroler Pl. - Hbf.,Keplerplatz,Reumannplatz,Troststraße,Altes Landgut,Alaudagasse,Neulaa,Oberlaa,Museumsquartier,Volkstheater,Rathaus,Schottentor,Schottenring,Taborstraße,Messe-Prater,Krieau,Stadion,Donaumarina,Donaustadtbrücke,Stadlau,Hardeggasse,Donauspital,Aspernstraße,Hausfeldstraße,Aspern Nord,Seestadt,Simmering,Enkplatz,Zippererstraße,Gasometer,Erdberg,Schlachthausgasse,Kardinal-Nagl-Platz,Rochusgasse,Landstraße,Stubentor,Herrengasse,Neubaugasse,Zieglergasse,Westbahnhof,Schweglerstraße,Johnstraße,Hütteldorfer Straße,Kendlerstraße,Ottakring,Hütteldorf,Ober St. Veit,Unter St. Veit,Braunschweiggasse,Hietzing,Schönbrunn,Meidling Hauptstraße,Längenfeldgasse,Margaretengürtel,Pilgramgasse,Kettenbrückengasse,Stadtpark,Roßauer Lände,Friedensbrücke,Spittelau,Heiligenstadt,Floridsdorf,Neue Donau,Handelskai,Dresdner Straße,Jägerstraße,Nußdorfer Straße,Währinger Str.-Volksoper,Michelbeuern-AKH,Alser Straße,Josefstädter Straße,Thaliastraße,Burggasse-Stadthalle,Gumpendorfer Straße,Niederhofstraße,Meidling,Tscherttegasse,Am Schöpfwerk,Alterlaa,Erlaaer Straße,Perfektastraße,Siebenhirten
Rochusgasse,0.0068196006118318026,0.019720061042661406,0.034678873544517305,0.06116379742266588,0.17843573569116006,0.5224473806931068,0.931586061413748,2.7513807444057603,4.95467763592883,14.800048026249925,27.00483389398593,46.62842063402828,82.68156194929998,82.17508990060595,49.0160204857707,16.093062974779823,8.791932760956753,2.935813959140651,1.6269093086971236,0.9066635560807231,0.5077618921387008,0.17322078922941214,0.05931988882389432,0.033607067700078236,16.46937944048994,16.629498407272482,9.948132137740107,27.19081759848996,48.14591361324223,27.22832217448788,9.021287528633886,4.999669033303893,2.785808866337845,0.9459319487887432,0.5317684757991391,0.18198964246011268,0.10302917813489472,0.0354836044752095,0.020203330067532613,0.006994350147048505,0.0024269330333601623,0.0008438692525190735,5.165104168243441,9.139876987203197,16.233991428045815,28.95608327629159,85.56183130798672,154.19017972474632,279.6382919497914,0.0,210.17854469684445,121.19305968829899,27.53212493236222,5.826333886694086,3.381760383313915,1.9857863620861942,0.6594164395695077,0.22062124664430158,0.12247759573862714,0.06836868542414938,0.03834787662328676,0.004582845169392184,0.013343985588463404,0.023648360055143754,0.06936805571839749,0.12396148086873168,0.3670664816834256,0.6630839392334092,1.20591815311841,3.4076412025739704,9.695776315821467,16.81634670398341,126.20675259979781,16.071461547968035,8.92154356332958,5.0224725408674225,1.6653665688204882,0.0994844195752798,0.2913460793377713,0.519714438858618,0.931586061413748,2.768487774940925,1.7728683495211541,1.0356409850279285,0.36856318497265467,0.21973699315073722,0.21951703620063642,0.37899421850961656,0.6735734026789095,1.1508469494045714,0.6645623872584558,0.22354487172725362,0.07560923036597592,0.0423652732219168,0.014458663902680424,0.004953037598931717,0.0028068303076247856,0.0015953997257647954
Landstraße,0.01243390596894418,0.0359548012651769,0.0632286078474047,0.11151751387574291,0.32533476450717136,0.9525574846698209,1.6985237331202365,5.016482842316429,9.033666242079509,26.984337642145213,49.23683723680493,85.01574075144443,150.74999624749063,149.82656594888425,89.36895639233165,29.341840258730482,16.02998056005692,5.35275257130687,2.9662788945797782,1.653083522547831,0.9257820187463931,0.31582656048918933,0.10815558882507714,0.061274426973000014,30.027963070832847,30.319901600688166,18.138032798091803,49.57593391198953,87.78252521376953,49.64431451048882,16.44815396597145,9.115697263573988,5.079254264743747,1.7246800177496142,0.9695522658414502,0.33181446106167106,0.1878489937906757,0.06469584167707614,0.03683592641531057,0.012752519831056781,0.004424930263125648,0.001538593171820215,1.2744968267722967,2.2552776938942434,4.005760559119451,7.144954883637618,21.112504015953075,38.046646955712895,69.00114772617232,126.07828294409977,0.0,220.9664750217949,50.19822596946221,10.622922340223127,6.165828911252219,3.6206051213253168,1.2022877101861345,0.40224992513009417,0.22330851840125443,0.12465389898483466,0.06991815491589969,0.008355718926939691,0.024329557037407395,0.04311711227417628,0.12647601100782882,0.2260140270118941,0.6692576849272318,1.2089745161382266,2.1987025011556436,6.213016377409759,17.677922486791747,30.66057465238129,230.10774146349542,29.30245523824896,16.266294769787493,9.157273989975694,3.036396484071386,0.18138597680161736,0.5311996935159736,0.9475746207569884,1.6985237331202365,5.047673409211661,3.232400195844047,1.8882429277574808,0.6719865643764765,0.40063770098127616,0.4002366622415552,0.6910050520475087,1.2280995367325036,2.098293370540807,1.211670111491935,0.4075804542092902,0.13785529597198212,0.07724291400232727,0.02636190557707837,0.009030676027993907,0.005117581820735812,0.002908828727978895
Stubentor,0.011936828435966497,0.034517415140797626,0.06070088080162342,0.10705931298379374,0.31232866629981676,0.9144765368420236,1.63062085617455,4.815935972997031,8.6725220818637,25.90556898990541,47.268467390159465,81.61701674769624,144.72337545606277,237.1468933472796,85.79620134019878,28.168824345206286,15.389140649382423,5.13876245030782,2.8476942278849977,1.586997235483533,0.8887714893839426,0.3032005773163309,0.10383178957766469,0.058824823359265546,28.827517624255126,47.99062453084245,17.41291804984915,47.594007799182606,84.27319184895264,47.659654706491814,15.790596492409788,8.751273701222283,4.876197945547567,1.6557314757114054,0.9307919077045038,0.31854932023441895,0.1803392446708874,0.06210945816612809,0.03536331503533044,0.012242704885318617,0.0042480322373333905,0.001477083932485856,0.7421178723589963,1.3132099261558394,2.3324863906031723,4.160385969555264,12.293452781808396,22.153916821177035,40.17819728163554,73.41324444573709,223.13677428785817,0.0,79.45422271951462,16.814061079880794,9.759331811109913,5.730727732573672,1.9029922602479534,0.6366849529630301,0.3534548166505293,0.19730336005942004,0.11066711114860812,0.008021677463152523,0.02335692010249729,0.04139339425251029,0.12141980552504211,0.21697853203179462,0.6425023789291897,1.1606426346348708,2.1108036849866876,5.964634986964434,16.971201837636688,29.434838922518924,133.98783262622646,28.131013842729494,15.616007587702557,8.7911882905095,2.9150086854814568,0.17413460349298107,0.5099636126069717,0.9096928757948988,1.63062085617455,4.845879616352453,3.103176642202907,1.812755535578662,0.6451221643682487,0.3846211732289327,0.6334983415868387,1.0937292751957532,1.9438474613154237,3.321198420343627,1.1632304665961526,0.39128637194951565,0.1323441741570984,0.07415492884077111,0.025308020255637623,0.008669651409315927,0.004912993258411433,0.0027925407802036925
Herrengasse,0.008987638752098228,0.025989320329590226,0.04570373039251891,0.08060854985960512,0.2351627352010362,0.6885400761597259,1.2277491693502216,3.626079826037761,6.52983294176622,19.50517233265205,35.59001551769315,61.452191131609524,108.96708657252766,178.55585510181973,64.59883947268592,21.20925324881117,11.5870004837412,3.869146715475457,2.1441245582075217,1.1949034812402985,0.6691858832182684,0.22828989064934724,0.0781784391653082,0.04429118378011276,160.38098126752175,266.9943196018283,96.87621806242528,35.83512581740178,63.452114511632324,35.88455357714992,11.889270061577928,6.589127679035381,3.671453087677442,1.246655797559657,0.7008244664569556,0.2398464743253723,0.13578346984066017,0.0467642955647891,0.026626226750192838,0.009217943396610674,0.0031984860435274225,0.0011121460665139095,0.20555832259037948,0.36374441269223,0.6460725550150059,1.1523802256801456,3.4051484633294646,6.136386348023435,11.12890976694213,20.334644867416895,61.806382434961755,96.87621806242528,0.0,93.5444962772096,54.29573343020691,31.882722234600113,10.587237167666185,3.5421765705057005,1.9664346776930859,1.0976909946309181,0.615692967788595,0.027068461658154526,0.07881592087829442,0.13967845383608943,0.4097207056120562,0.7321754211540049,2.1680690964210063,3.9164888888572484,7.122725748748675,4.49097386617687,12.778187449359452,22.162478113926277,37.11312602486975,21.180784452504042,11.757816215688246,6.619180712919235,2.1948078725330844,0.131111787258259,0.38396871928027504,0.6849382972085853,1.2277491693502216,3.6486254000856646,2.3364858424230754,1.3648844822597301,0.8008401905180911,1.2978711158962764,3.5244479590417086,6.084928181582987,10.814533784825121,18.47738222144673,3.9252213055548126,1.3203622565387194,0.44658404932223195,0.25022943858188185,0.08539974077495513,0.029254994088282187,0.01657847379839896,0.009423189025611829
Neubaugasse,0.0023223161191233375,0.0067153808904899335,0.011809387618058755,0.020828444471515432,0.06076370286322461,0.1779118811550856,0.3172381272619207,0.9369428235274279,1.6872436369681674,5.039941787137524,9.196104671796359,15.87863263719495,28.15600722071873,46.13705022022619,45.372731617180285,14.896889221454403,8.138441301553437,2.7175992160507962,1.5059835273741977,0.8392725845434799,0.47002069586879214,0.16034554217847766,0.05491072854331107,0.031109103678433437,112.64789397072921,187.53063840609147,68.04361623388611,25.1697640306425,16.395392870949816,9.272210365631915,3.072068679013944,1.7025648050677649,0.9486668213192204,0.3221234112236057,0.18108604495803093,0.06197393428954612,0.03508509291696287,0.012083427069674331,0.006879951150570012,0.002381824539856799,0.0008264568593103129,0.0002873674396939803,0.05311421822112593,0.09398792454124943,0.16693869769568476,0.29776354471648253,0.8798563652274008,1.5855809653960895,2.8755991704723547,5.254269208497753,15.970152133662934,25.031847515406106,114.218994305049,0.0,281.7895465349749,165.468210358316,54.94672549860273,18.38354998616344,10.205603665526773,5.696908911087404,3.195386289807411,0.1404826687875105,0.4090469213861839,0.7249175152550855,2.126410392610684,3.7999188311223273,11.252066579453883,20.32619431173132,36.96625005375179,14.136843853012852,8.975103491432762,15.566412332531003,15.81067843190025,5.472903229254036,3.0381023176980655,1.7103302089677317,0.5671164408529927,0.033877976780702375,0.09921368343999738,0.17698121743500672,0.3172381272619207,0.9427683747617954,0.9953736123032082,1.5805685914275034,4.156282268903422,6.7358241634099585,18.291540226472932,31.580182173802623,56.12637271269703,95.89580669405167,20.371514700386243,6.8525509837748615,2.3177275413366685,1.2986663145148925,0.4432163027710538,0.1518305582632406,0.08604065768625908,0.048905429481927346
Zieglergasse,0.0012897231277128655,0.003729458696232691,0.006558469886901483,0.011567299700497816,0.0337457731369306,0.09880526855544348,0.17618159145210097,0.5203412312808133,0.9370288234082765,2.7989856469891543,5.107155215613518,8.818368688056728,15.63674014815844,25.622704946791718,25.198232425082825,8.273146968096231,4.519770535851673,1.5092478288951314,0.8363640803312831,0.4660990180568908,0.26103102716029564,0.0890496140772204,0.03049526116565273,0.017276773892280817,62.560214324757965,104.1471484073394,37.7887509919147,13.978298011232548,9.105357018141413,5.149421327742733,1.7061062413597137,0.9455375981951848,0.5268522790132115,0.17889468621940957,0.10056807441727121,0.03441788812057072,0.01948488209694877,0.006710660631195062,0.0038208545526413886,0.0013227717664755273,0.00045898166779801737,0.00015959258520966012,0.02949754991841231,0.052197200462243847,0.09271119360342188,0.16536617347150045,0.4886376552936845,0.8805693699893845,1.5969947956913602,2.918014675791528,8.869195020552732,13.901704597472367,63.43274172119811,269.62028666809346,0.0,249.79526558955712,82.94905625363316,27.752302036315633,15.406654079424484,8.600207081487142,4.823841178889966,0.2120764192983994,0.6175082461156101,1.094354999437904,3.21008638229878,5.7364597803015815,16.986422670309636,30.68497021590404,55.80524639766755,21.341360115121162,8.217919017708406,8.644973798123027,8.78062959238744,3.0394354206902365,1.6872426588385376,0.9498501984150031,0.314954188988887,0.01881449722300738,0.055099381632183274,0.09828841449150917,0.17618159145210097,0.5235765135478443,1.5026428055739274,2.3860689024385944,6.274435621063809,10.168581519193214,27.61340162572346,47.674293306183486,84.72988345003886,144.76689178056125,30.75338709486927,10.344795470086472,3.4989039012310044,1.9605016349906716,0.6690912642650263,0.2292074987929597,0.1298892934884462,0.07382895312492535
Westbahnhof,0.000692149445720895,0.0020014704815087417,0.003519702174408607,0.0062077665385322145,0.018110180138872133,0.05302534349851544,0.09455051882805778,0.27924900087309673,0.5028707067513583,1.5021180302316743,2.740832179978137,4.732511085867592,8.391693375013332,13.750812593585012,13.523012987365984,4.439909593999435,2.425603297293,0.8099607006952868,0.4488474480943348,0.2501390958005322,0.14008625330721222,0.047789823800794724,0.016365743669613127,0.009271842317500615,33.573886316088334,55.89214420879977,20.279905424291766,7.501665289784646,4.886527718839615,2.7635149290538177,0.9156077486120635,0.5074370695822445,0.28274325323021576,0.09600654221713277,0.053971379957008125,0.01847088082213598,0.010456857021131598,0.0036013776418350567,0.0020505194517839724,0.0007098854981416739,0.0002463194620118315,8.564777743415282e-05,0.015830306821247406,0.028012418008036107,0.049754865897866866,0.08874626099964499,0.26223479675800476,0.472570886154289,0.8570514391078037,1.5659967608987428,4.759787806823602,7.460560274498156,34.04214135536432,144.69580948227895,228.29578798633236,0.0,121.00667253164035,40.485255362510905,22.475336419701858,12.546043186214398,7.037053780259414,0.3093785870601781,0.9008254162026867,1.596452847461369,4.682896818902539,8.368388279227412,24.77991406273728,44.76345253652486,81.40908988454326,31.132927744638035,11.988358643005355,7.649169944359064,4.71225782872408,1.631159042224731,0.9054843214161071,0.8404381272892942,0.27867500498229897,0.016647278527055984,0.04875255191926357,0.08696669342946901,0.15588745154755182,0.4632663816600595,2.192065999522996,3.480814265474794,9.153191257503583,14.833998957648285,40.28262645679264,69.54759775251861,123.60455589672642,211.18697015129106,44.8632595655918,15.091061121032608,5.104225867276152,2.859993712498337,0.9760750895240355,0.3343695275257722,0.18948342407252053,0.1077022012984068
Schweglerstraße,0.0004197165641329665,0.001213683430516172,0.0021343328562164515,0.003764363980352001,0.010981938410424753,0.03215434921281678,0.05733504396318519,0.169335440357027,0.3049387188643456,0.9108781672350692,1.6620293096490797,2.8697751691655458,5.088688190668944,8.338435942550946,8.200299202538808,2.692342833437568,1.4708758176192218,0.4911568223889615,0.2721792380224933,0.15168331419434797,0.08494772521146085,0.028979551699702958,0.00992411934295002,0.005622406872883983,20.359065944931398,33.89276531877967,12.297650858854526,4.548978837113148,2.963170219049631,1.675784034970313,0.5552207557440435,0.3077077424181649,0.17145434054919004,0.05821797053047195,0.03272802181251021,0.011200665814449813,0.006340994893043438,0.0021838605222055203,0.001243426523435561,0.00043047163304092207,0.00014936710404645152,5.193645836535622e-05,0.00959943265036417,0.01698661454123363,0.03017114510840785,0.053815365997473635,0.1590180972791811,0.28656503284397805,0.5197124515976221,0.9496139655839831,2.8863156600541076,4.524052925676911,20.643013866060148,87.74294103072926,138.43762258575907,220.97253907795954,0.0,181.4020039110815,100.70508456975105,56.214968999348564,31.530878240456225,0.1876058969345351,0.5462568104471246,0.9680824106402207,2.8396892826690845,5.074556076873969,15.02643750453312,27.144372669100516,49.36613574824804,18.878878752506537,7.269691148846153,4.638425050202451,2.8574936777140523,0.9891281037492228,0.5490819513193551,0.5096382079520583,0.16898737162042468,0.010094840917286484,0.02956334605304104,0.05273624357555394,0.09452950653863039,0.28092281976207595,1.329259765156977,2.110751388912066,5.550457360332079,8.995275678320445,24.427218247769137,42.173375927486525,74.95329199913144,128.0629061390511,27.204895239154254,9.151157112093582,3.0951814767986368,1.7342883706299141,0.5918879014402979,0.2027602999778633,0.1149019654693733,0.0653101698744303
Johnstraße,0.00018186995877990237,0.0005259086115312298,0.0009248408610809662,0.0016311596454465355,0.004758651091489054,0.013932998279469743,0.024844199570176924,0.07337577829773856,0.13213486664463703,0.3946982056111406,0.7201841143946545,1.2435198806172887,2.205010691900033,3.6131788229357684,3.5533219448449653,1.166635586923209,0.6373542223032596,0.21282617527110395,0.11793965506735174,0.06572682723902595,0.03680921984713585,0.012557307296109776,0.004300281023117683,0.002436279607709993,8.821911739058667,14.686282025101537,5.32877052257808,1.971145921546999,1.2839894625308692,0.7261442587896445,0.24058611117603057,0.13333472922483805,0.07429393193650068,0.025226785896570403,0.014181579872323796,0.0048534292045145635,0.0027476553902600694,0.0009463019978138093,0.0005387967735565015,0.00018653030365574865,6.472317601312374e-05,2.2504905331992218e-05,0.00415958904085352,0.007360574136038959,0.013073643944798497,0.023319066322541503,0.06890510708617423,0.12417325205822655,0.22519979011244726,0.4114830519837792,1.2506871421770427,1.9603451219768786,8.94495095438724,38.02043195853165,59.98725536427338,95.75096626605186,234.94130432882466,0.0,322.43725979274456,179.98893145191312,100.95547828739103,0.08129266190109505,0.23670188905812659,0.41948572718923693,1.2304831806045755,2.1988870189907335,6.511197801315382,11.762094614096894,21.391143073430456,8.180522747826085,3.1500744611175664,2.0099044087684286,1.2381981122266297,0.4286051655562587,0.23792606817776984,0.2208344578069608,0.0732249544985654,0.004374257435632049,0.012810274808118432,0.022851465166989236,0.04096116028486967,0.12172839010060343,0.5759897019939741,0.9146226308439069,2.4051027231162663,3.8977980776372725,10.584707765838948,18.274404197951593,32.47847068999991,55.49172334634188,11.788320020148392,3.9653440178205894,1.341192070330948,0.7514951313167684,0.2564745769794479,0.08785930923491574,0.04978887542075761,0.02829995029504748
Hütteldorfer Straße,0.0001058768424227829,0.00030616130099453057,0.0005384024429967646,0.0009495907620254532,0.002770281332544441,0.008111190397846722,0.01446322097755085,0.04271621200442706,0.07692321782081825,0.22977626431762216,0.41926011589100565,0.7239236173635931,1.2836620799446172,2.1034368042292684,2.0685907125929406,0.6791648990857366,0.37104012677521203,0.12389821592191569,0.06865937815532876,0.03826332274566297,0.02142873949939798,0.007310322467569598,0.0025034380571302343,0.0014182968636151398,5.13573635431664,8.549719690814895,3.1021802650153587,1.1475161017686728,0.7474832617156627,0.42272985478113806,0.140058852781296,0.07762172604166565,0.043250721435139396,0.014685946228408223,0.008255903875060758,0.0028254570603295595,0.0015995664085388405,0.0005508961907675379,0.00031366423280923647,0.00010858989411843397,3.767904030888692e-05,1.3101384811213216e-05,0.002421533255830099,0.004285008657673522,0.007610911384821635,0.013575354209356,0.0401135801318169,0.07228830934747085,0.1311016005685387,0.23954767761978907,0.7280960877806744,1.1412283423069267,5.2073644764131055,22.13385492758154,34.921991659241854,55.74208096373229,136.77268980485886,338.1239360791914,0.0,284.8264342904375,159.7586511055296,0.047325080029555315,0.13779762626609068,0.24420648981380486,0.716334213141923,1.280097141809611,3.7905384056732965,6.847383957048637,12.453000482447328,4.7623473591686185,1.8338374274522196,1.1700796206236748,0.7208255134376433,0.24951543333282727,0.13851029052695737,0.12856029246173692,0.04262840889650428,0.002546503932458578,0.007457589237665679,0.013303136993300914,0.023845820068524388,0.07086501621005951,0.3353163508931347,0.5324538302632118,1.4001470266684126,2.2691298531675463,6.161960137524249,10.63856959454358,18.907564209323894,32.30488689789352,6.862651256841388,2.3084521849757507,0.7807841517188908,0.4374880388915913,0.1493084319943424,0.05114789876043936,0.028984934910061964,0.016475009936013904
Kendlerstraße,6.853787769849755e-05,0.00019818919154941387,0.0003485272128095131,0.0006147041602491053,0.0017933024712069152,0.005250664477289143,0.009362561706623185,0.02765173617864267,0.04979515798294765,0.14874241752443923,0.27140211106836265,0.4686217232640414,0.830960506832337,1.3616300896008042,1.339072964622478,0.43964779951384525,0.2401875825556575,0.08020375915641233,0.04444567815947838,0.024769221244891167,0.013871591685536202,0.004732233940432,0.0016205652478774259,0.0009181144313924098,3.3245463511116062,5.534540217827791,2.0081525547702186,0.742828331865271,0.48387272609216114,0.2736481975047904,0.09066511904637915,0.05024732740844547,0.027997743304965624,0.009506739750228548,0.00534434270168324,0.001829019698849211,0.0010354567096106497,0.000356614863868182,0.00020304610842877322,7.029413337302664e-05,2.439099426648139e-05,8.480996309714871e-06,0.00156754533222852,0.002773839799112057,0.004926815928114236,0.008787813701501298,0.02596695921611415,0.046794815482918035,0.08486676840969212,0.15506780383668986,0.47132271302348827,0.7387580396358724,3.3709138037073054,14.328038193330524,22.606257785546067,36.08384836880948,88.53786788340044,218.8797516778184,330.3006188792637,0.0,281.11792484551756,0.030635221762519354,0.08920134601725081,0.15808362007248852,0.46370882969405564,0.8286527945100888,2.4537514692976017,4.4325572378598554,8.061273877408786,3.0828382618088495,1.1871087430031044,0.7574345069300374,0.4666162094697588,0.16152028963392126,0.08966267915520297,0.08322168852033662,0.027594898077556038,0.0016484433336673892,0.004827565002890339,0.008611597733642075,0.015436254633952139,0.045873466784290634,0.21706230108421565,0.3446764624218134,0.9063653909371309,1.4688891432687972,3.9888578146506606,6.886727683530567,12.239544490573872,20.912112003022706,4.442440308624314,1.4943438990644853,0.5054295866299782,0.28320169942710033,0.0966527034355593,0.03310986944415891,0.018762988001021684,0.010664864858427967
Ottakring,5.274222481822667e-05,0.00015251331450945877,0.0002682035281882128,0.0004730357300991865,0.0013800071621644329,0.00404056465717396,0.007204809238148687,0.02127895019691037,0.038319065389638,0.11446234240854654,0.2088531427990613,0.3606203330634892,0.6394523340686904,1.0478206025127919,1.0304621286759839,0.3383239146213918,0.18483250288875766,0.061719516838601135,0.03420245896725722,0.019060757049077462,0.010674660958771304,0.003641614750264999,0.0012470800016912414,0.0007065202392518545,2.5583513373479807,4.2590166815245505,1.5453415989755532,0.5716316319704959,0.3723564977489874,0.21058158260153628,0.0697698886001578,0.03866702512075844,0.02154521443295096,0.007315759139794864,0.004112653232681078,0.0014074927819917745,0.0007968191079401239,0.00027442725037967245,0.00015625087701615754,5.409372321203133e-05,1.8769698542489876e-05,6.526414722341747e-06,0.0012062793757468622,0.0021345639405131434,0.0037913521988778686,0.00676252112655415,0.019982457099806547,0.036010199927471655,0.06530786084084539,0.11932994202128111,0.3626988364240857,0.5684994038501097,2.5940326670181055,11.025912049992506,17.39628320078832,27.767746928882083,68.13289657691169,168.4354032952816,254.17754508192806,385.6845480258087,0.0,0.023574843689541998,0.06864346553633369,0.12165071504869626,0.35683969459207227,0.6376764710539172,1.8882450987329766,3.411003348940686,6.2034240545635155,2.372348752872426,0.9135204985859188,0.5828715797901405,0.3590770220803359,0.12429534900471698,0.06899847705543864,0.06404191598988261,0.021235211347584756,0.0012685331356021602,0.0037149752408021657,0.00662691695400773,0.011878722242272526,0.03530119080972869,0.16703681333272846,0.2652402449718814,0.6974789535584641,1.1303600874270074,3.0695615722699467,5.299570864223548,9.418745208807158,16.092580478480997,3.4186087075782345,1.1499483865975064,0.388945234124255,0.21793332682105232,0.0743775381594491,0.025479169133424222,0.014438756562683416,0.008206975746953185
Hütteldorf,8.161535830842731e-06,2.3600500080144054e-05,4.150285113702824e-05,7.319937817904074e-05,0.00021354764497784993,0.0006252526005494896,0.0011149000436404856,0.0032927870425137136,0.005929640364239214,0.017712345508161136,0.03231874298464537,0.05580378491373365,0.09895132703643703,0.162143812119735,0.43345095404765976,0.14231170606745558,0.07774747124291481,0.02596153969425908,0.014386834855524458,0.008017668090732073,0.0044901620816087395,0.0015317995138788086,0.0005245685420786525,0.00029718886627224235,0.24011892520784137,0.399738102066175,0.14504097166326985,0.05365157282339682,0.057619884422760496,0.03258620844382864,0.01079646237311002,0.0059834849986477425,0.0033339898000842713,0.0011320688604819177,0.0006364078655013092,0.00021780087608114324,0.00012330287018734302,4.246593397704629e-05,2.4178864956172087e-05,8.370671918756702e-06,2.90449573783828e-06,1.0099226528063367e-06,0.00030775746037865206,0.0005445902421579905,0.0009672858108887438,0.0017253186695467715,0.0050981143943990915,0.009187264492974172,0.016661962228025996,0.030444589074453306,0.09253517470698507,0.08797179622828442,0.24346786419260902,1.0348579228468484,1.6327612098479927,2.6061946421003235,0.86543428061086,0.2895487258427023,0.1607425954199822,0.08972873670693811,0.05032869219956711,0.0,385.74890964496984,251.49287755966495,99.83784984121722,65.63386373516056,26.302497053856687,17.479390241171092,11.694485520027623,4.472271747812063,1.7221379916954795,1.0988098169553615,0.1510412401058302,0.019233942974634037,0.010677091167510526,0.006010775694194596,0.0019930711043890763,0.00011906058744342546,0.0003486760590591336,0.0006219818807558566,0.0011149000436404856,0.00331326032982468,0.01567755745744241,0.024894627104084053,0.065463212279967,0.10609209350118935,0.28809953302066676,0.49740129176286924,0.8840142256183249,4.105692096352058,6.444645679188056,2.1678438613189237,0.7332264195615908,0.41084054748205817,0.14021402299285193,0.04803246914483742,0.027219456233253732,0.015471513504764745
Ober St. Veit,1.2214753310996358e-05,3.532108324584091e-05,6.211417787642786e-05,0.00010955197226439056,0.0003196006067499345,0.0009357682709557328,0.0016685865603902445,0.004928065288637869,0.008874444194485614,0.026508727698495323,0.048369017922718034,0.08351730368753087,0.1480929661520582,0.24266837847633402,0.6487132551817141,0.2129871655175351,0.1163587591194743,0.038854672639018546,0.021531687457914377,0.011999437347030201,0.006720085936028714,0.0022925284617664674,0.0007850820567356551,0.00044478009574765246,0.3593678319258836,0.5982577797786917,0.21707185088362482,0.08029625065275006,0.08623532244659253,0.04876931324345776,0.016158248551777315,0.00895502938580898,0.004989730339173484,0.0016942818298476495,0.0009524635121859868,0.0003259660960130037,0.00018453807875039205,6.3555551112139e-05,3.618667820625635e-05,1.2527751473994343e-05,4.346939064638236e-06,1.5114748403846265e-06,0.00046059731110140964,0.0008150470207331991,0.001447663504285944,0.002582153943591056,0.0076299621749494305,0.013749883809916217,0.0249366984977706,0.045564113532869696,0.13849039630069995,0.13166073292148733,0.3643799355789643,1.5487935728634963,2.443630195028853,3.9004943791821627,1.2952300233238971,0.43334567549361985,0.24057128343473055,0.13429021283478484,0.07532314657733993,198.27462475357453,0.0,376.3903660454461,149.41975777429684,98.22923907812525,39.36495772792483,26.160081171939936,17.502251866167043,6.693310826722452,2.5773936636485897,1.644505535231465,0.22605199878037965,0.02878598752762781,0.01597959469801074,0.008995873305470593,0.002982878759091826,0.00017818897506862837,0.0005218370825210169,0.0009308732320492513,0.0016685865603902445,0.004958706109085358,0.023463414341447174,0.03725790527029177,0.09797383795380812,0.15878001116738089,0.43117677821887707,0.7444228882135564,1.3230372215647492,6.144678791745202,9.645213692571927,3.2444479239680386,1.097364518355017,0.6148739700049634,0.20984772193583723,0.0718865632256438,0.040737301169739025,0.023155043943357486
Unter St. Veit,1.88425621307926e-05,5.448654497078555e-05,9.58177562854297e-05,0.0001689956228656955,0.000493018085293892,0.0014435225449567011,0.002573973058175016,0.007602067272383335,0.013689778405946942,0.04089254493723518,0.07461437838402751,0.12883436477688545,0.228449224049528,0.3743419029594825,1.0007095112453885,0.32855546052761037,0.17949581889605776,0.059937484174422094,0.03321492856849726,0.018510414249825455,0.010366450598711097,0.0035364701093518395,0.0012110729586732323,0.0006861208225237093,0.5543632792629317,0.922876549259636,0.3348565241541673,0.12386554630064192,0.13302719913352964,0.07523187668789531,0.024925824902870552,0.01381408967410537,0.007697192201756224,0.0026136107568572103,0.0014692767384438857,0.0005028375326358452,0.0002846697043992717,9.804122851250275e-05,5.5821817686203035e-05,1.932539524112681e-05,6.705617978422704e-06,2.3316114426509055e-06,0.0007105205672791754,0.001257297117401218,0.002233175638465988,0.003983248361600914,0.011770031917685523,0.02121066495434545,0.038467521923515414,0.07028751365814963,0.21363623401749815,0.20310074850430646,0.5620949846919824,2.3891795750128173,3.769560678156352,6.016929348412047,1.9980307065372678,0.66848200751201,0.37110690978282806,0.20715700223096783,0.11619400188725997,112.51953022655154,327.6259472590718,0.0,230.4959418947538,151.52909708981076,60.72465344811325,40.35472041707964,26.999093622311758,10.32514713168096,3.975905121152895,2.536825503805744,0.34870936181532397,0.04440546154929297,0.02465023224423931,0.013877095784363545,0.004601409207029217,0.0002748755335672848,0.0008049894581744726,0.0014359714244076686,0.002573973058175016,0.007649334011900745,0.03619482369171036,0.05747429989328146,0.15113511356589573,0.2449351328983388,0.6651362517186568,1.1483518467884501,2.040926281027898,9.478823596297275,14.878772713604103,5.004907592562927,1.6928020231580974,0.948508798126564,0.323712533352732,0.11089270486772156,0.0628416398422544,0.0357191294032247
